ID,Usuario,CUIL_Cliente,Fecha,Caso,Descripción,Estado,Prioridad,Tipo de Riesgo,Canal de Detección,Monto Sospechoso (ARS),Observaciones
310,analista2,45841808538,2022-12-26,CASO-00310,Tempora pariatur facilis earum deleniti esse.,En revisión,Alta,Ingeniería Social,App Móvil,524004,Sed ex vero natus corrupti.
311,analista2,85279471314,2022-12-24,CASO-00311,Atque autem omnis animi labore.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,57185,Saepe autem amet quos.
312,analista1,2258256756,2022-12-28,CASO-00312,Et iusto aliquam.,En revisión,Baja,Ingeniería Social,Correo Electrónico,914313,Corporis facilis nam ducimus.
313,analista1,55242933054,2022-12-27,CASO-00313,Exercitationem quam beatae aliquid non doloremque.,Pendiente,Baja,Transaccional,Correo Electrónico,613202,Velit distinctio optio.
314,analista3,35114349890,2022-12-22,CASO-00314,Amet explicabo asperiores amet recusandae.,En revisión,Baja,Transaccional,Correo Electrónico,772759,Pariatur animi voluptas.
315,analista1,48034977655,2022-12-07,CASO-00315,Nobis ea rem quos magnam nemo.,En revisión,Alta,Dispositivo Nuevo,App Móvil,1155083,Minima hic eum.
316,analista3,4315961669,2022-12-27,CASO-00316,Et consequatur nemo id expedita.,Pendiente,Baja,Transaccional,Correo Electrónico,549592,Rerum officia dolor sint.
317,analista3,44604373954,2022-12-16,CASO-00317,Accusamus magni dicta minima doloribus.,Pendiente,Media,Transaccional,Web Corporativa,501265,Quam molestiae dicta sunt.
318,analista1,96818782090,2022-12-19,CASO-00318,Similique voluptas dignissimos architecto magnam.,En revisión,Alta,Dispositivo Nuevo,App Móvil,910315,Voluptatibus at in doloribus.
319,analista1,47873431872,2022-12-27,CASO-00319,Rem vero libero fugiat impedit.,Pendiente,Baja,Acceso Ilegítimo,App Móvil,464711,Nemo vero adipisci aliquam.
320,analista1,5810391004,2022-12-17,CASO-00320,Beatae quia saepe reprehenderit.,En revisión,Media,Dispositivo Nuevo,Banca Web,88941,Ipsa iste quia asperiores.
321,analista1,53664786093,2022-12-12,CASO-00321,Dignissimos temporibus quod autem consequuntur dolor.,Finalizado,Media,Transaccional,App Móvil,679764,Earum officia necessitatibus.
322,analista1,60725729561,2022-12-26,CASO-00322,Sint nulla odit enim quam.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,1067397,Vel odio sequi nam.
323,analista2,96041634178,2023-01-19,CASO-00323,Omnis id explicabo soluta.,Pendiente,Media,Ingeniería Social,App Móvil,1069553,Repellat modi impedit.
324,analista3,53248350950,2023-01-08,CASO-00324,Fuga autem architecto aut sint.,Finalizado,Baja,Ingeniería Social,Banca Web,1057321,Eum voluptate at.
325,analista1,60866889410,2023-01-27,CASO-00325,Id error nostrum culpa atque beatae.,Pendiente,Alta,Transaccional,App Móvil,957873,Vitae voluptates aspernatur.
326,analista2,40748295439,2023-01-07,CASO-00326,Quos sed inventore.,En revisión,Alta,Transaccional,Web Corporativa,145224,Ipsa nam doloremque sit nisi.
327,analista3,69297350855,2023-01-21,CASO-00327,Temporibus aut dolore quisquam facilis.,Pendiente,Baja,Ingeniería Social,Correo Electrónico,76647,Cum vitae maxime.
328,analista3,46642080553,2023-01-04,CASO-00328,Magnam maxime accusamus nam eaque tenetur.,En revisión,Alta,Transaccional,Correo Electrónico,781664,Quo possimus molestiae non.
329,analista3,35571544113,2023-01-06,CASO-00329,Veniam dolorum vel quam veritatis.,En revisión,Baja,Dispositivo Nuevo,App Móvil,112391,Sequi temporibus rerum quia.
330,analista2,31870057241,2023-01-10,CASO-00330,Quasi iste consequatur doloremque.,En revisión,Alta,Transaccional,App Móvil,404772,Iure ullam dolorum.
331,analista1,32669074052,2023-01-26,CASO-00331,Reiciendis deleniti mollitia unde perferendis accusantium.,En revisión,Media,Acceso Ilegítimo,Correo Electrónico,239911,Doloribus molestiae illo non.
332,analista1,92752932501,2023-01-19,CASO-00332,Suscipit necessitatibus ullam quos doloribus.,Pendiente,Media,Transaccional,App Móvil,379467,Ipsa optio architecto.
333,analista1,16476919624,2023-01-26,CASO-00333,Odio laudantium beatae.,Finalizado,Alta,Dispositivo Nuevo,Web Corporativa,839999,Natus esse porro cupiditate.
334,analista3,14863048021,2023-01-01,CASO-00334,Numquam cum eligendi autem.,Finalizado,Baja,Ingeniería Social,Banca Web,782322,Ipsam corrupti laboriosam.
335,analista3,13180948917,2023-01-01,CASO-00335,Quas eum aperiam beatae.,En revisión,Media,Dispositivo Nuevo,App Móvil,193993,Atque ut possimus aliquam.
336,analista3,3161233672,2023-01-28,CASO-00336,Alias voluptas qui.,Pendiente,Alta,Transaccional,Banca Web,495641,Ullam ex tempora nesciunt.
337,analista1,32804631731,2023-01-06,CASO-00337,Harum molestias excepturi eligendi qui nemo.,Pendiente,Baja,Ingeniería Social,Banca Web,127597,Dolores consectetur corporis.
338,analista1,93970067308,2023-01-28,CASO-00338,Nobis fugiat ducimus numquam.,Pendiente,Baja,Acceso Ilegítimo,App Móvil,856063,Odio rem eos.
339,analista1,20686484637,2023-01-28,CASO-00339,Ut sit repudiandae recusandae atque odit.,Pendiente,Alta,Acceso Ilegítimo,Correo Electrónico,145839,Porro quae rerum mollitia.
340,analista1,65148725789,2023-01-28,CASO-00340,Sit amet quas praesentium iure.,Pendiente,Baja,Ingeniería Social,Banca Web,1126018,Vitae quo non debitis.
341,analista2,60893156060,2023-01-09,CASO-00341,Cum sed asperiores.,Pendiente,Media,Ingeniería Social,Web Corporativa,277717,Unde commodi porro doloribus.
342,analista3,37951388916,2023-01-22,CASO-00342,Delectus odio aliquam quia voluptas.,Finalizado,Baja,Transaccional,Web Corporativa,1028015,Earum ipsum architecto eos.
343,analista2,23714800659,2023-01-15,CASO-00343,Recusandae dolores aut.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,447056,Libero alias dolorum.
344,analista1,98252001557,2023-01-15,CASO-00344,Dignissimos dicta fugiat excepturi.,En revisión,Media,Ingeniería Social,Correo Electrónico,141422,Eum omnis id esse.
345,analista1,56144168913,2023-01-13,CASO-00345,Vel incidunt asperiores.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,1077573,Quos perspiciatis id tenetur.
346,analista1,24643972595,2023-01-24,CASO-00346,Vitae neque odio facilis.,En revisión,Baja,Acceso Ilegítimo,Banca Web,978656,Culpa quas eligendi.
347,analista1,98120039095,2023-01-28,CASO-00347,Autem atque in.,Pendiente,Media,Dispositivo Nuevo,Web Corporativa,57181,Quae iure dolorem velit quia.
348,analista3,12856701053,2023-01-24,CASO-00348,Nam inventore amet.,En revisión,Alta,Acceso Ilegítimo,App Móvil,492989,In eum ullam iure laboriosam.
349,analista2,12885125707,2023-01-17,CASO-00349,Laboriosam quam magni harum aspernatur quos.,Finalizado,Alta,Ingeniería Social,Web Corporativa,408303,Quam quasi ab.
350,analista1,58660324777,2023-01-14,CASO-00350,Distinctio dolorum beatae quas.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,466900,Vero error vitae sunt quam.
351,analista2,2195992825,2023-01-24,CASO-00351,Culpa laborum nulla dolore ipsum nisi.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,395132,Aliquam fugit porro.
352,analista2,9963035989,2023-01-01,CASO-00352,Vel quidem aperiam.,Pendiente,Alta,Ingeniería Social,App Móvil,1146185,Tenetur deleniti quas.
353,analista2,79646535531,2023-01-24,CASO-00353,Facere occaecati necessitatibus eaque.,En revisión,Baja,Transaccional,Web Corporativa,140001,Totam quisquam alias eius.
354,analista2,54365874918,2023-01-07,CASO-00354,Delectus consectetur voluptas quis commodi temporibus.,En revisión,Baja,Acceso Ilegítimo,Correo Electrónico,93394,Quidem neque perferendis.
355,analista1,86411467293,2023-01-18,CASO-00355,Dolores ullam libero.,Finalizado,Baja,Transaccional,Banca Web,1013484,Dolores voluptas dolor in.
356,analista2,76074110633,2023-01-15,CASO-00356,Porro natus commodi accusamus.,En revisión,Media,Transaccional,Banca Web,919225,Dolores eaque consequuntur.
357,analista2,89569399454,2023-01-17,CASO-00357,Est repellat nulla cupiditate soluta.,Finalizado,Alta,Ingeniería Social,Banca Web,250080,Facilis saepe soluta fuga.
358,analista1,46596345760,2023-01-02,CASO-00358,Ipsa molestias eveniet ipsam vitae.,Finalizado,Baja,Dispositivo Nuevo,Web Corporativa,1151146,Iusto corporis ut optio.
359,analista3,19863295867,2023-01-08,CASO-00359,Atque nobis autem deserunt quaerat amet.,Finalizado,Alta,Transaccional,Banca Web,320560,Numquam praesentium minus.
360,analista3,95596198304,2023-01-25,CASO-00360,Est similique enim omnis excepturi.,Finalizado,Alta,Dispositivo Nuevo,Web Corporativa,459658,Quaerat sit natus nobis.
361,analista1,55823801608,2023-01-21,CASO-00361,Veritatis sed sunt vitae incidunt incidunt.,En revisión,Baja,Ingeniería Social,Banca Web,351976,Quo nisi facilis.
362,analista3,10051310438,2023-01-23,CASO-00362,Aperiam consectetur adipisci cumque iusto.,En revisión,Media,Transaccional,App Móvil,1190001,Ea perspiciatis quo.
363,analista1,44073280266,2023-01-23,CASO-00363,Exercitationem asperiores ad neque.,Pendiente,Alta,Transaccional,Web Corporativa,539968,Repellendus quod ea.
364,analista1,96627329013,2023-01-05,CASO-00364,Repellendus atque aliquid quam.,En revisión,Baja,Ingeniería Social,App Móvil,303353,Laborum ab quia.
365,analista1,67526537995,2023-01-24,CASO-00365,Repellat consequatur earum distinctio.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,760066,A quaerat fugiat id est.
366,analista2,2455933841,2023-01-23,CASO-00366,Minima repudiandae voluptate dolor impedit.,Pendiente,Alta,Transaccional,Web Corporativa,102054,Quisquam quia ipsam.
367,analista2,21830949356,2023-01-22,CASO-00367,Iure dolore repellendus.,Finalizado,Media,Acceso Ilegítimo,Banca Web,661044,At ut eos id sit.
368,analista3,93379548468,2023-01-08,CASO-00368,Ratione autem non reiciendis amet.,En revisión,Baja,Dispositivo Nuevo,App Móvil,545776,Tempore quas nobis.
369,analista3,61179210397,2023-01-27,CASO-00369,Occaecati sapiente asperiores officia doloribus hic.,Pendiente,Media,Acceso Ilegítimo,Banca Web,216172,Autem autem magni error.
370,analista2,92033728644,2023-01-22,CASO-00370,Autem ducimus dolore quae suscipit quis.,Finalizado,Media,Transaccional,Correo Electrónico,393892,Iste sit facere quasi.
371,analista2,8611854670,2023-01-24,CASO-00371,Consequatur delectus numquam.,Finalizado,Baja,Dispositivo Nuevo,App Móvil,271844,Sed minus natus.
372,analista2,45408929617,2023-01-26,CASO-00372,Pariatur nesciunt maiores vero tempora.,En revisión,Alta,Dispositivo Nuevo,App Móvil,610918,Quas illo ex sunt.
373,analista2,55285933093,2023-01-16,CASO-00373,Illum consequatur cumque.,Finalizado,Baja,Transaccional,Banca Web,725986,Explicabo possimus sint sed.
374,analista3,64835641499,2023-01-15,CASO-00374,Deleniti sequi ex quidem delectus.,En revisión,Media,Transaccional,App Móvil,1065545,Illum a dolorem odit.
375,analista3,18107668369,2023-02-03,CASO-00375,Libero facere adipisci sapiente sunt quidem.,Pendiente,Alta,Acceso Ilegítimo,Correo Electrónico,606206,Nobis eveniet facere sit.
376,analista3,49723343237,2023-02-04,CASO-00376,Ex tempore laudantium consectetur.,Finalizado,Baja,Transaccional,Web Corporativa,409060,Quasi corrupti in quibusdam.
377,analista2,13444334106,2023-02-17,CASO-00377,Earum occaecati quo.,Pendiente,Media,Transaccional,Web Corporativa,1005102,Vitae deleniti ea est.
378,analista1,11776224000,2023-02-11,CASO-00378,Quos id ratione voluptatum tempora libero.,Pendiente,Alta,Transaccional,App Móvil,664729,Odit animi dolorum quidem.
379,analista1,70587044832,2023-02-19,CASO-00379,Iste velit hic eveniet.,En revisión,Baja,Acceso Ilegítimo,Web Corporativa,552844,Ex aperiam debitis quos.
380,analista2,81496814338,2023-02-07,CASO-00380,Magni eos consectetur aliquid.,En revisión,Media,Dispositivo Nuevo,Web Corporativa,828306,Sit dicta delectus.
381,analista1,6864018715,2023-02-08,CASO-00381,Perspiciatis quasi iste odio.,En revisión,Baja,Dispositivo Nuevo,Banca Web,618821,Repellendus ex soluta sequi.
382,analista2,69254740038,2023-02-02,CASO-00382,Quisquam blanditiis optio fugit.,Pendiente,Alta,Transaccional,Web Corporativa,723371,Laboriosam perferendis sed.
383,analista3,23696408890,2023-02-20,CASO-00383,Dolor distinctio ipsum.,Finalizado,Media,Acceso Ilegítimo,Correo Electrónico,974173,Molestias omnis facere animi.
384,analista3,41128961260,2023-02-01,CASO-00384,Sit repudiandae distinctio.,Pendiente,Alta,Dispositivo Nuevo,Banca Web,479113,A quidem praesentium aperiam.
385,analista2,18619297493,2023-02-08,CASO-00385,Illum quod ratione.,Pendiente,Baja,Dispositivo Nuevo,Correo Electrónico,1104353,Rem pariatur velit impedit.
386,analista1,32996847662,2023-02-07,CASO-00386,Asperiores iure cupiditate quia molestias repellat.,En revisión,Baja,Acceso Ilegítimo,Banca Web,287747,Atque natus mollitia saepe.
387,analista1,95579892309,2023-02-01,CASO-00387,Laboriosam illo magni.,En revisión,Alta,Acceso Ilegítimo,App Móvil,999313,Amet aut culpa officiis.
388,analista1,19827744605,2023-02-04,CASO-00388,Sit voluptates nisi.,Finalizado,Alta,Transaccional,Web Corporativa,1142211,Consequuntur vel ad labore.
389,analista1,94973796734,2023-02-04,CASO-00389,Explicabo consectetur explicabo nesciunt.,En revisión,Alta,Dispositivo Nuevo,App Móvil,534458,Tenetur provident minima rem.
390,analista1,8892941036,2023-02-22,CASO-00390,Quibusdam saepe eius alias.,Finalizado,Media,Ingeniería Social,Correo Electrónico,655147,Recusandae a modi tempora.
391,analista3,88717121286,2023-02-08,CASO-00391,Qui accusantium necessitatibus dolorem cupiditate.,Pendiente,Media,Dispositivo Nuevo,App Móvil,1070471,Ea corrupti a.
392,analista1,54034003833,2023-02-01,CASO-00392,Aliquam repellendus quidem deserunt.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,1063858,Ea odio error et sequi.
393,analista1,36879566636,2023-02-07,CASO-00393,Culpa rem officiis tempora.,Pendiente,Baja,Dispositivo Nuevo,Web Corporativa,998982,Impedit quos unde veritatis.
394,analista3,14692855914,2023-02-06,CASO-00394,Eligendi necessitatibus atque sunt occaecati.,Pendiente,Alta,Transaccional,App Móvil,873860,At velit repudiandae.
395,analista1,89105732405,2023-02-24,CASO-00395,Qui magni a.,Finalizado,Media,Ingeniería Social,Web Corporativa,829070,Placeat velit quod odio.
396,analista1,32185936526,2023-02-12,CASO-00396,Nihil expedita nostrum odit optio.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,299174,Quod ab assumenda voluptas.
397,analista1,82040315734,2023-02-08,CASO-00397,Deleniti autem soluta deleniti molestias.,En revisión,Alta,Transaccional,Banca Web,482871,Eos reiciendis iusto.
398,analista3,62636093891,2023-02-10,CASO-00398,Magni nihil numquam cum.,En revisión,Alta,Transaccional,Banca Web,1013209,Ab animi soluta dicta minima.
399,analista3,72483352624,2023-02-17,CASO-00399,Debitis molestias modi.,Finalizado,Media,Acceso Ilegítimo,App Móvil,143244,Earum eaque aperiam.
400,analista2,41430503851,2023-02-20,CASO-00400,Omnis vero nulla quaerat laborum.,Pendiente,Media,Acceso Ilegítimo,Correo Electrónico,439835,Facilis nam quod accusamus.
401,analista3,75324048252,2023-02-12,CASO-00401,Recusandae vitae esse sequi harum mollitia.,Finalizado,Alta,Acceso Ilegítimo,App Móvil,629364,Minus dolorum minus optio.
402,analista1,72300358123,2023-02-07,CASO-00402,Perspiciatis omnis nisi illo minima accusamus.,Pendiente,Baja,Ingeniería Social,Correo Electrónico,93511,Totam aliquam vel sequi.
403,analista3,75476619573,2023-02-08,CASO-00403,Ab id deserunt minima.,En revisión,Baja,Ingeniería Social,Correo Electrónico,165622,Ab tempore fugiat quibusdam.
404,analista1,61482168011,2023-02-25,CASO-00404,Odit quae perspiciatis autem provident pariatur.,En revisión,Alta,Ingeniería Social,Web Corporativa,156104,Nulla aperiam magnam quia ex.
405,analista2,18353579011,2023-02-01,CASO-00405,Officia nam voluptates.,Pendiente,Media,Dispositivo Nuevo,App Móvil,782915,Rerum est cumque.
406,analista3,94753721998,2023-02-17,CASO-00406,Unde architecto culpa.,En revisión,Media,Ingeniería Social,Correo Electrónico,69025,Corrupti minus quae earum.
407,analista3,68890015502,2023-02-27,CASO-00407,Vitae esse quae animi ratione.,Finalizado,Alta,Dispositivo Nuevo,Banca Web,225784,Cupiditate vero consequuntur.
408,analista1,90356229463,2023-02-03,CASO-00408,Quidem porro iste tenetur mollitia neque.,Pendiente,Baja,Ingeniería Social,App Móvil,778532,Asperiores modi expedita ad.
409,analista3,12536079718,2023-02-25,CASO-00409,Quia sint natus ratione.,Finalizado,Alta,Dispositivo Nuevo,App Móvil,829354,Deserunt deleniti modi.
410,analista3,52168990950,2023-02-09,CASO-00410,Vitae iure ipsum porro voluptas aspernatur.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,916762,At modi vero animi.
411,analista3,39766568292,2023-03-09,CASO-00411,Consectetur accusantium occaecati autem.,En revisión,Media,Acceso Ilegítimo,Banca Web,319904,Impedit occaecati tenetur.
412,analista2,10020379229,2023-03-23,CASO-00412,Veritatis delectus iste officia.,En revisión,Baja,Ingeniería Social,App Móvil,976617,Ducimus fuga inventore ab.
413,analista2,86881286088,2023-03-09,CASO-00413,Officia quisquam ullam repellat.,En revisión,Media,Dispositivo Nuevo,Banca Web,1088475,Eius atque qui impedit.
414,analista1,69996496532,2023-03-25,CASO-00414,Quam reprehenderit nisi molestiae ullam est.,En revisión,Media,Transaccional,Banca Web,880548,Totam quos quam fugiat.
415,analista1,88906193487,2023-03-26,CASO-00415,Aperiam incidunt quasi ratione placeat.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,380749,Numquam veritatis atque.
416,analista1,87531427007,2023-03-08,CASO-00416,Doloribus expedita inventore fugiat.,Pendiente,Baja,Transaccional,App Móvil,1195125,Nam non atque porro.
417,analista1,57247551103,2023-03-15,CASO-00417,Quas suscipit eveniet aliquid.,Pendiente,Media,Dispositivo Nuevo,App Móvil,407201,Recusandae nesciunt in qui.
418,analista2,87460380338,2023-03-05,CASO-00418,Veniam rem sapiente.,Pendiente,Alta,Transaccional,Banca Web,607843,Ea blanditiis iusto delectus.
419,analista1,56990061563,2023-03-28,CASO-00419,Itaque voluptate iure voluptatibus molestias fugit.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,131558,Ab velit exercitationem.
420,analista3,99681047233,2023-03-24,CASO-00420,Cum quam quam incidunt similique.,En revisión,Media,Transaccional,Banca Web,306218,Commodi rem exercitationem.
421,analista2,36960836054,2023-03-19,CASO-00421,Unde ipsa expedita facilis.,En revisión,Media,Transaccional,Correo Electrónico,900791,Numquam fuga illo.
422,analista3,62023060447,2023-03-07,CASO-00422,Inventore omnis exercitationem.,En revisión,Alta,Transaccional,Banca Web,155872,Ab provident ab molestias.
423,analista2,74544264796,2023-03-10,CASO-00423,Repudiandae modi rem.,Finalizado,Baja,Acceso Ilegítimo,App Móvil,147860,Dolore quia ex.
424,analista2,2506236507,2023-03-18,CASO-00424,Ut a quibusdam blanditiis.,Pendiente,Alta,Dispositivo Nuevo,Correo Electrónico,439761,Recusandae voluptas vel hic.
425,analista1,88039085065,2023-03-18,CASO-00425,Possimus voluptatibus odio esse.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,478234,Id quidem expedita.
426,analista1,33786818363,2023-03-20,CASO-00426,Dolores nam earum eum sapiente.,Finalizado,Alta,Ingeniería Social,Web Corporativa,449325,Hic ea consectetur nisi qui.
427,analista3,96009496164,2023-03-05,CASO-00427,Veritatis quod et blanditiis consequatur.,Pendiente,Baja,Ingeniería Social,Banca Web,817997,Maiores fugiat architecto.
428,analista1,52936422001,2023-03-01,CASO-00428,Necessitatibus odio cum.,Finalizado,Media,Transaccional,Correo Electrónico,1178401,Ipsam quae ut doloremque.
429,analista3,41404848481,2023-03-17,CASO-00429,Fuga necessitatibus consequatur.,Finalizado,Media,Acceso Ilegítimo,App Móvil,86695,Sapiente numquam cumque.
430,analista1,99464770333,2023-03-25,CASO-00430,In ex enim.,En revisión,Baja,Ingeniería Social,Banca Web,671160,Unde sint earum impedit ad.
431,analista3,61586387845,2023-03-04,CASO-00431,Non fugiat quam quae.,Pendiente,Baja,Dispositivo Nuevo,Web Corporativa,53451,Eum esse occaecati voluptate.
432,analista3,39826595101,2023-03-20,CASO-00432,Ipsa reiciendis rem quidem dicta.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,351045,Praesentium dolore natus hic.
433,analista3,27570043721,2023-03-03,CASO-00433,Unde error beatae repudiandae eligendi.,Pendiente,Baja,Ingeniería Social,Banca Web,258009,Iste quis rem iusto.
434,analista1,68770475138,2023-03-13,CASO-00434,In voluptatibus quidem ducimus delectus sequi.,En revisión,Media,Ingeniería Social,App Móvil,555958,Esse magni quasi aperiam.
435,analista2,97974373173,2023-03-04,CASO-00435,Et autem nisi vero ab.,Finalizado,Alta,Ingeniería Social,App Móvil,615655,Enim iure ipsum maxime.
436,analista2,45110953852,2023-03-16,CASO-00436,Nesciunt ipsa hic dolorum quidem saepe.,Pendiente,Alta,Transaccional,Banca Web,203202,Similique esse quidem at.
437,analista3,18974519665,2023-03-28,CASO-00437,Ducimus quia provident libero repudiandae optio.,En revisión,Media,Acceso Ilegítimo,Banca Web,289856,Eligendi sequi iure quae.
438,analista3,28112795733,2023-03-28,CASO-00438,Nisi laboriosam quibusdam at dicta.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,1080721,Nobis sit sequi magnam.
439,analista2,21549299913,2023-03-02,CASO-00439,Odio occaecati perferendis temporibus repudiandae.,En revisión,Media,Ingeniería Social,App Móvil,591544,Deleniti vel libero modi.
440,analista1,2643789513,2023-03-05,CASO-00440,Provident expedita facilis.,Pendiente,Media,Dispositivo Nuevo,Correo Electrónico,318484,Ea ab ipsa aperiam at.
441,analista1,75930179630,2023-03-22,CASO-00441,Impedit ad error omnis.,Pendiente,Alta,Transaccional,Banca Web,812059,Repellendus amet consectetur.
442,analista1,73022978992,2023-03-11,CASO-00442,Placeat recusandae dolores quo aperiam sit.,En revisión,Alta,Transaccional,Banca Web,961744,Iusto fuga nisi magni cum.
443,analista1,55475100687,2023-03-22,CASO-00443,Cumque totam dolore quaerat occaecati inventore.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,784792,Delectus ea numquam earum.
444,analista1,5086710934,2023-03-03,CASO-00444,Beatae optio perferendis.,Pendiente,Baja,Ingeniería Social,App Móvil,156560,Vero aut at ut.
445,analista2,94176937111,2023-03-27,CASO-00445,Voluptas laboriosam voluptas ullam ipsam labore.,Finalizado,Media,Ingeniería Social,Web Corporativa,81182,Sint iste eveniet sit.
446,analista2,94344492129,2023-03-08,CASO-00446,Beatae doloribus error delectus beatae mollitia.,Finalizado,Baja,Dispositivo Nuevo,Banca Web,833590,Incidunt at sequi.
447,analista3,11242699849,2023-03-07,CASO-00447,Consequuntur hic consectetur nihil.,Finalizado,Media,Transaccional,Correo Electrónico,101716,Ullam voluptatem ducimus.
448,analista3,33483029482,2023-03-16,CASO-00448,Tempore unde maxime.,Finalizado,Media,Ingeniería Social,App Móvil,442907,Cumque placeat earum.
449,analista2,86874252545,2023-03-06,CASO-00449,Iusto doloremque aspernatur quod id.,En revisión,Baja,Ingeniería Social,Banca Web,1040607,Consectetur unde eos saepe.
450,analista2,39944032901,2023-03-13,CASO-00450,Provident amet delectus voluptatibus dolor.,En revisión,Alta,Transaccional,Banca Web,1104307,Aut et placeat doloremque.
451,analista1,23528661946,2023-03-28,CASO-00451,Ullam totam distinctio nam.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,766074,Ipsam nisi sapiente quod.
452,analista2,3060006464,2023-03-21,CASO-00452,Tempore explicabo cupiditate libero.,Finalizado,Alta,Dispositivo Nuevo,Banca Web,986322,Vero aperiam quia corrupti.
453,analista1,85545568985,2023-03-19,CASO-00453,Aspernatur tenetur cum.,Finalizado,Baja,Ingeniería Social,App Móvil,1016103,Nihil fugit facere.
454,analista3,42080556950,2023-03-08,CASO-00454,Dicta praesentium explicabo nesciunt labore aut.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,659107,Delectus numquam vero.
455,analista3,70486284455,2023-03-21,CASO-00455,Vel mollitia esse.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,936354,Debitis eaque dolorum.
456,analista1,23299735848,2023-03-17,CASO-00456,Sequi perferendis repellat.,Finalizado,Media,Acceso Ilegítimo,Web Corporativa,862725,Quas molestiae asperiores.
457,analista2,13806494579,2023-03-15,CASO-00457,Dolorum aut quaerat fugiat itaque eum.,Pendiente,Media,Dispositivo Nuevo,App Móvil,183840,Eius eius odio hic.
458,analista1,29095157293,2023-03-18,CASO-00458,Modi aliquid ad.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,1184434,Veniam non veniam aliquid.
459,analista1,76063887943,2023-03-08,CASO-00459,Aperiam eum accusamus numquam temporibus laboriosam.,Pendiente,Media,Dispositivo Nuevo,App Móvil,847537,Iusto quas eius ut.
460,analista2,73989194259,2023-03-20,CASO-00460,Doloremque deserunt facere nesciunt deleniti officiis.,Finalizado,Alta,Acceso Ilegítimo,Banca Web,782799,Explicabo dolor neque facere.
461,analista3,94994486257,2023-03-05,CASO-00461,Ab commodi itaque fugiat quidem culpa.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,563343,Perspiciatis rerum in porro.
462,analista3,85027230674,2023-03-14,CASO-00462,Minima incidunt fugit reprehenderit repellendus.,Finalizado,Media,Transaccional,Correo Electrónico,523084,Iste in voluptatibus.
463,analista3,61532131621,2023-03-19,CASO-00463,Quaerat neque pariatur unde.,Pendiente,Baja,Ingeniería Social,Banca Web,898300,Porro dolor quae recusandae.
464,analista2,28824609475,2023-03-10,CASO-00464,Dolore dignissimos corporis labore alias.,Pendiente,Alta,Ingeniería Social,Web Corporativa,1005142,Sunt magnam nemo.
465,analista1,25407691129,2023-03-03,CASO-00465,Eaque nesciunt corrupti quas explicabo.,Finalizado,Media,Transaccional,App Móvil,1040061,Itaque enim eligendi.
466,analista2,88688745199,2023-03-19,CASO-00466,Tempora voluptates voluptate.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,754034,Rerum ex omnis.
467,analista3,87622760348,2023-03-05,CASO-00467,Sed modi autem accusamus doloribus.,Pendiente,Baja,Dispositivo Nuevo,Web Corporativa,671444,Sint nisi vitae quidem.
468,analista1,88394154973,2023-03-04,CASO-00468,Exercitationem fuga natus omnis esse.,En revisión,Baja,Transaccional,App Móvil,986895,In magnam odio recusandae.
469,analista1,46189228184,2023-03-12,CASO-00469,Occaecati explicabo cupiditate blanditiis enim.,En revisión,Alta,Dispositivo Nuevo,Banca Web,344642,Esse distinctio illo fugiat.
470,analista3,9196575154,2023-03-12,CASO-00470,Aspernatur necessitatibus quibusdam rerum rem facilis.,En revisión,Baja,Ingeniería Social,App Móvil,601104,Ipsam ut omnis dicta unde.
471,analista2,57173955653,2023-03-05,CASO-00471,Excepturi eum odit soluta.,Finalizado,Media,Transaccional,Correo Electrónico,859250,Aliquam possimus placeat.
472,analista3,65254126194,2023-03-15,CASO-00472,Fugiat magnam praesentium.,En revisión,Media,Acceso Ilegítimo,App Móvil,448391,Vel et eius.
473,analista2,1800031742,2023-03-16,CASO-00473,Error quaerat voluptate.,En revisión,Media,Acceso Ilegítimo,Web Corporativa,898904,Nostrum illo asperiores illo.
474,analista2,16294167478,2023-03-04,CASO-00474,Illo officiis suscipit dolorum incidunt blanditiis.,Pendiente,Media,Dispositivo Nuevo,Banca Web,152065,Odit sit odio quia tenetur.
