Usuario,Caso,CUIL,Fecha,CBU Origen,CBU Destino,Monto,Moneda
analista2,CASO-00278,72406765354,2022-11-26,ES8267881408742758638593,ES5953952056439968474505,489182.46,USD
analista1,CASO-00279,97570419263,2022-11-22,ES9875493301978741266099,ES8214937302345670640430,35601.96,ARS
analista1,CASO-00279,97570419263,2022-11-23,ES2583664734041002438159,ES8607843084398329079091,40491.93,ARS
analista1,CASO-00279,97570419263,2022-11-21,ES4641545929720053995825,ES2038094980605197371411,22937.62,ARS
analista1,CASO-00279,97570419263,2022-11-21,ES7028412228582168595591,ES6811475814940161929285,26333.67,ARS
analista3,CASO-00280,78284965250,2022-11-22,ES2794189447214397071911,ES3915113604699966554118,618606.25,USD
analista3,CASO-00280,78284965250,2022-11-22,ES6589419793938948394857,ES7743047083966650171434,857921.46,USD
analista3,CASO-00280,78284965250,2022-11-21,ES6746934678971817460171,ES0862990424934509073036,764767.16,ARS
analista3,CASO-00281,86749744294,2022-11-15,ES9104344954634898182276,ES9366287981967331315590,877117.61,ARS
analista1,CASO-00282,41792231254,2022-12-29,ES8019432041993890896144,ES8126818490837992988213,261161.04,USD
analista1,CASO-00282,41792231254,2022-12-27,ES3444200976455248253475,ES6689100469920536460022,483807.4,ARS
analista1,CASO-00282,41792231254,2022-12-29,ES6048459551256498643957,ES7163041528169750321754,154092.12,ARS
analista1,CASO-00283,14242911704,2022-12-14,ES5872138546841352770778,ES0881117095552204389833,679869.09,ARS
analista1,CASO-00283,14242911704,2022-12-14,ES8650237994665929438089,ES1669759683208727355165,281587.13,USD
analista1,CASO-00283,14242911704,2022-12-13,ES8682037076092180671757,ES4599433555394685944712,119583.36,ARS
analista3,CASO-00284,68497744696,2022-12-27,ES3893863028990765552424,ES7426162309031859001671,495008.39,ARS
analista3,CASO-00285,31947226878,2022-12-09,ES8520532775052197949217,ES2164258651188153880067,532885.14,USD
analista3,CASO-00285,31947226878,2022-12-08,ES8333936791970792889114,ES1968323756675414913442,281173.25,ARS
analista3,CASO-00285,31947226878,2022-12-09,ES3582203243031375148585,ES1942778464898225182715,433065.94,ARS
analista1,CASO-00286,30651393572,2022-12-17,ES5429507917576750238818,ES1049583082444632287617,258110.14,ARS
analista1,CASO-00286,30651393572,2022-12-18,ES6577551735364762572235,ES6036386281313786899155,249038.9,USD
analista2,CASO-00287,53762727703,2022-12-26,ES7624132138212883475458,ES0558872925419171103816,166770.45,ARS
analista2,CASO-00287,53762727703,2022-12-25,ES3947576558388291735455,ES0561707341511696839895,45051.85,ARS
analista2,CASO-00287,53762727703,2022-12-25,ES8119823640335113577070,ES1067530976339892283609,188396.9,USD
analista2,CASO-00287,53762727703,2022-12-26,ES2796626437451845360371,ES8197477674219271728303,172836.3,ARS
analista2,CASO-00288,16615194051,2022-12-22,ES2677928054588854684779,ES4457420665611857942007,358796.9,ARS
analista2,CASO-00288,16615194051,2022-12-20,ES4634461802596678581572,ES1527011761404085773577,795920.28,ARS
analista2,CASO-00289,35802630113,2022-12-23,ES7809731160430702557048,ES2747679868086017566944,189900.6,USD
analista3,CASO-00290,37076292611,2022-12-05,ES3284535547177686771835,ES6863045484744831195003,200929.85,USD
analista3,CASO-00291,75025646628,2022-12-28,ES0632276610007709038069,ES8305380452923953423129,544637.17,USD
analista3,CASO-00291,75025646628,2022-12-28,ES4563908450125365633745,ES9616893794007425200927,37854.52,ARS
analista3,CASO-00291,75025646628,2022-12-27,ES5142529398051659941806,ES2947530157601432653877,606320.55,USD
analista3,CASO-00291,75025646628,2022-12-29,ES7533435376386660966449,ES6816558481284405491483,686626.11,ARS
analista2,CASO-00292,89934740251,2022-12-09,ES9133762374706486011157,ES5252446235167593689012,105939.85,ARS
analista2,CASO-00292,89934740251,2022-12-11,ES5647402136267207834578,ES6577840368319587546393,124725.49,ARS
analista2,CASO-00292,89934740251,2022-12-11,ES2891027622260959250096,ES2528363213625269077866,84301.69,ARS
analista2,CASO-00293,52238127142,2022-12-20,ES6241572796705065835191,ES6561923767209011153775,413149.32,ARS
analista2,CASO-00293,52238127142,2022-12-20,ES4488584894712797958762,ES2720719379991850947397,82545.11,ARS
analista2,CASO-00293,52238127142,2022-12-21,ES2959454199374941336443,ES8389641626346662575361,105057.49,USD
analista3,CASO-00294,60353908027,2022-12-13,ES2819643249575592815732,ES1046850356238616864409,370158.65,ARS
analista3,CASO-00294,60353908027,2022-12-15,ES6698294265839583912353,ES0377773764182186272184,942126.77,ARS
analista1,CASO-00295,55768241678,2022-12-19,ES6030035244846441376482,ES8444960926539732692182,81589.06,ARS
analista1,CASO-00295,55768241678,2022-12-20,ES7602714294423698063432,ES0347761547530669754616,41477.38,ARS
analista1,CASO-00295,55768241678,2022-12-18,ES9050229725826645258469,ES5131334805206237899310,107810.63,USD
analista1,CASO-00296,60377130752,2022-12-27,ES6283642725488766884227,ES4495150687166518186221,567479.01,ARS
analista1,CASO-00296,60377130752,2022-12-26,ES4591067530731693161793,ES7884572427110373519709,491615.97,ARS
analista1,CASO-00297,96805075535,2022-12-12,ES9358130468498188699788,ES3610823952222440637052,1061410.8,ARS
analista1,CASO-00297,96805075535,2022-12-12,ES3622722588168762883992,ES7452383786901378066824,1037514.95,ARS
analista1,CASO-00297,96805075535,2022-12-10,ES7038452165814565378788,ES2185837376562409403557,40582.12,ARS
analista1,CASO-00297,96805075535,2022-12-12,ES3408469633934730451062,ES3196967481415949871178,399468.85,USD
analista1,CASO-00298,50642747606,2022-12-23,ES4508235503526597754241,ES4478755878079108549495,36387.93,ARS
analista1,CASO-00298,50642747606,2022-12-24,ES9440318708340442316743,ES7315447967744343417083,311852.87,ARS
analista3,CASO-00299,06749845254,2022-12-10,ES7353065223108358448570,ES2134017488373283587449,172747.94,ARS
analista3,CASO-00299,06749845254,2022-12-10,ES8527179083574041958577,ES6350928734584361125188,251633.85,ARS
analista3,CASO-00299,06749845254,2022-12-09,ES9148840565162579842000,ES6188464660669139651404,314680.81,USD
analista1,CASO-00300,62021201129,2022-12-23,ES4602844482753043945647,ES5972544776142935050712,84079.0,ARS
analista1,CASO-00301,32437162661,2022-12-22,ES5432215980095394606344,ES6871492436432789815908,49600.18,ARS
analista1,CASO-00301,32437162661,2022-12-21,ES6630201807176482149803,ES9025320495440956219864,38326.38,USD
analista1,CASO-00301,32437162661,2022-12-22,ES5926539392573040599685,ES2735643965206257688858,43472.47,ARS
analista1,CASO-00302,80344657939,2022-12-06,ES2908070306852665536754,ES0439818796482442067989,41006.71,USD
analista1,CASO-00302,80344657939,2022-12-08,ES3470622466831795910379,ES0854218171261929556570,189293.96,USD
analista1,CASO-00303,81111664632,2022-12-28,ES0259699081754667060308,ES4076137864134806244908,77021.36,ARS
analista2,CASO-00304,70252646984,2022-12-22,ES0395572381341751864578,ES7448730761721105229848,453903.11,USD
analista2,CASO-00304,70252646984,2022-12-23,ES9190338140243946213040,ES0346534347249722447520,469670.22,USD
analista2,CASO-00304,70252646984,2022-12-24,ES2911238221548045253442,ES4870462712216737943605,621691.54,USD
analista3,CASO-00305,39449833327,2022-12-09,ES7017436912317040099329,ES3902809145425940504834,410792.74,ARS
analista3,CASO-00305,39449833327,2022-12-08,ES0506160847725452871741,ES0740315055455927611024,70919.38,USD
analista3,CASO-00305,39449833327,2022-12-08,ES7309154645538000625060,ES4013821919037004043863,226820.94,ARS
analista3,CASO-00305,39449833327,2022-12-08,ES3704224150337222132747,ES7099290976722489327625,137000.97,ARS
analista1,CASO-00306,05322385957,2022-12-13,ES9431457324059789053254,ES1979579037700401232465,894980.52,ARS
analista1,CASO-00306,05322385957,2022-12-13,ES3863695161178355663358,ES0237054816586349671209,977250.81,USD
analista1,CASO-00307,80388078092,2022-12-02,ES6658424938138876502202,ES0636985747094157043302,987895.87,ARS
analista1,CASO-00307,80388078092,2022-12-03,ES7164259470521442594440,ES2050685155463267906304,13142.92,USD
analista1,CASO-00308,73004552352,2022-12-21,ES8596105876283324508641,ES7045136269823132158689,397636.93,USD
analista3,CASO-00309,47043699527,2022-12-25,ES4362379209186657778107,ES2755148973176183792287,119114.45,USD
analista2,CASO-00310,45841808538,2022-12-28,ES0899201090694021751183,ES4658543202032257693422,29271.7,USD
analista2,CASO-00310,45841808538,2022-12-26,ES1916104963978850430774,ES7238404264971741820802,467389.96,USD
analista2,CASO-00310,45841808538,2022-12-28,ES4131042821310470716151,ES6827689376831483077178,431675.37,USD
analista2,CASO-00310,45841808538,2022-12-28,ES6601489518204002210890,ES9813976692475810435594,123118.65,USD
analista2,CASO-00311,85279471314,2022-12-26,ES0345554975796543361289,ES2233860811203768904614,55566.92,ARS
analista1,CASO-00312,02258256756,2022-12-30,ES7741271598211163637776,ES0705893356864325434971,468200.82,USD
analista1,CASO-00312,02258256756,2022-12-29,ES9310601431149353543425,ES1815214689830813067750,107732.53,USD
analista1,CASO-00312,02258256756,2022-12-28,ES2548029811951127757507,ES5022606198818632840594,266696.97,ARS
analista1,CASO-00312,02258256756,2022-12-28,ES1275630287843662114093,ES2695595109394731010421,386266.35,ARS
analista1,CASO-00313,55242933054,2022-12-28,ES3203408191468070326625,ES7109295794138351313851,62745.0,USD
analista1,CASO-00313,55242933054,2022-12-29,ES4265330805908059774550,ES8658705462189885977687,160906.07,ARS
analista1,CASO-00313,55242933054,2022-12-29,ES6205462436234849633091,ES1525677458055627585544,598218.8,ARS
analista3,CASO-00314,35114349890,2022-12-23,ES8648721674051529842269,ES5114174054528141857289,526221.3,ARS
analista1,CASO-00315,48034977655,2022-12-07,ES4209831328052412046237,ES3980499587111537733914,407146.36,ARS
analista1,CASO-00315,48034977655,2022-12-08,ES6323645419910355715126,ES2216927876526296986790,838001.77,USD
analista1,CASO-00315,48034977655,2022-12-07,ES7163426196808640600063,ES4848842620398885307899,620565.62,USD
analista3,CASO-00316,04315961669,2022-12-29,ES8676396297607677696704,ES9884698418506030626132,271397.04,USD
analista3,CASO-00316,04315961669,2022-12-29,ES4654536722860937982324,ES1598441680028936267144,181300.07,USD
analista3,CASO-00317,44604373954,2022-12-17,ES7917629822653878769226,ES6673796562989545568969,335830.45,ARS
analista3,CASO-00317,44604373954,2022-12-17,ES5378947001223586831648,ES3756511346317473277981,356416.5,USD
analista3,CASO-00317,44604373954,2022-12-17,ES2250223105296237564633,ES4101161260787452926574,113076.73,USD
analista1,CASO-00318,96818782090,2022-12-21,ES9468320928144044853586,ES8461654704435162758521,163267.42,USD
analista1,CASO-00318,96818782090,2022-12-21,ES6729617454000516955381,ES1385222257643897193349,16121.38,ARS
analista1,CASO-00318,96818782090,2022-12-21,ES6523335153697993388685,ES9213680733037838484000,305069.77,USD
analista1,CASO-00319,47873431872,2022-12-28,ES9232213778327868246643,ES4403525944541786719423,86928.36,USD
analista1,CASO-00319,47873431872,2022-12-27,ES0535515812579605963923,ES7287975118766118730366,224061.13,USD
analista1,CASO-00319,47873431872,2022-12-28,ES7985125603411675896552,ES6760120036684457310647,66860.06,ARS
analista1,CASO-00319,47873431872,2022-12-27,ES5666080988780367087913,ES9364810666448929005388,12016.63,USD
analista1,CASO-00320,05810391004,2022-12-17,ES7147914263684717084390,ES8065558791499272258943,12469.5,USD
analista1,CASO-00320,05810391004,2022-12-17,ES2750129574203162272508,ES1674834536459351001510,38475.18,USD
analista1,CASO-00320,05810391004,2022-12-18,ES9582798088226291624056,ES9590517785100254424547,28027.5,ARS
analista1,CASO-00320,05810391004,2022-12-17,ES7920955895614782592858,ES7250385012571652068730,77576.65,ARS
analista1,CASO-00321,53664786093,2022-12-13,ES2954160840789488952024,ES2823691739552386125954,338331.53,ARS
analista1,CASO-00321,53664786093,2022-12-13,ES7102207114257716802290,ES1489311612477016617848,260072.92,USD
analista1,CASO-00321,53664786093,2022-12-13,ES1633394317250043066366,ES3697098220089082322297,37390.91,ARS
analista1,CASO-00321,53664786093,2022-12-12,ES9239806003562042093723,ES1639372209422768534418,261384.9,ARS
analista1,CASO-00322,60725729561,2022-12-27,ES8965438009666870719412,ES9261947388146222742135,108650.21,USD
analista2,CASO-00323,96041634178,2023-01-20,ES0826491375768011460220,ES3627788695859073667024,588022.28,USD
analista2,CASO-00323,96041634178,2023-01-21,ES4644332686299413331732,ES9884484221323622734305,132742.14,ARS
analista3,CASO-00324,53248350950,2023-01-09,ES4744887548698923361963,ES1266973077068198616862,544005.57,ARS
analista3,CASO-00324,53248350950,2023-01-08,ES5653068717649639327929,ES0395103763203537611079,477818.49,ARS
analista3,CASO-00324,53248350950,2023-01-10,ES2481823341461686436823,ES3541980406432443002954,239507.25,USD
analista3,CASO-00324,53248350950,2023-01-09,ES3903120388346281367927,ES1734293972836008531526,536934.94,USD
analista1,CASO-00325,60866889410,2023-01-27,ES4497811645886311095081,ES0554260932413910612521,699719.32,ARS
analista1,CASO-00325,60866889410,2023-01-28,ES8734938166541736840181,ES9855277474475087699857,922719.2,USD
analista1,CASO-00325,60866889410,2023-01-29,ES7718409201686257902592,ES5789561774865054901763,269783.52,USD
analista2,CASO-00326,40748295439,2023-01-07,ES0894807717268844127715,ES7897741841795009556616,45075.51,ARS
analista2,CASO-00326,40748295439,2023-01-07,ES9086642129370183656268,ES8426843521133766935788,138740.36,USD
analista2,CASO-00326,40748295439,2023-01-08,ES9460708259573176771434,ES9428992860271188026991,50780.9,ARS
analista2,CASO-00326,40748295439,2023-01-08,ES0374371996916528881750,ES8341562571715576326812,122738.37,USD
analista3,CASO-00327,69297350855,2023-01-21,ES2186223050304590625786,ES4071987187645487237818,22931.15,USD
analista3,CASO-00327,69297350855,2023-01-21,ES5751334709983178277743,ES6886988297873787142317,73598.64,USD
analista3,CASO-00327,69297350855,2023-01-22,ES3992257153186731900723,ES5594333916590254371278,42242.83,ARS
analista3,CASO-00327,69297350855,2023-01-23,ES0435064044597946799320,ES8223510194270939298109,64744.76,USD
analista3,CASO-00328,46642080553,2023-01-06,ES3382613322393766184157,ES2335778560103810110355,315001.85,USD
analista3,CASO-00328,46642080553,2023-01-06,ES2220045972832361239470,ES3576903869031273804448,508916.87,USD
analista3,CASO-00329,35571544113,2023-01-08,ES0480257068571906492029,ES9657409313071928914208,23093.05,ARS
analista2,CASO-00330,31870057241,2023-01-11,ES0519252160161553708790,ES7560324659949749282961,224167.8,USD
analista1,CASO-00331,32669074052,2023-01-28,ES7979027108894189836713,ES9433447163294615051106,238003.43,USD
analista1,CASO-00332,92752932501,2023-01-20,ES4276636641322114271661,ES6075618086578151462846,310896.26,ARS
analista1,CASO-00333,16476919624,2023-01-26,ES6610098578526066347032,ES7377856816970254993143,530394.69,ARS
analista1,CASO-00333,16476919624,2023-01-26,ES2198999550330064197876,ES1030421363060925907717,152871.05,USD
analista1,CASO-00333,16476919624,2023-01-27,ES4178030077640614416925,ES7024641702095145243598,402606.04,ARS
analista3,CASO-00334,14863048021,2023-01-03,ES2311901558200266790850,ES1177059256640530026126,651743.88,USD
analista3,CASO-00334,14863048021,2023-01-01,ES4624299144928503114696,ES2244457816289016736558,590761.21,USD
analista3,CASO-00334,14863048021,2023-01-02,ES2228370567166691073235,ES7708338988760621778644,508151.6,ARS
analista3,CASO-00334,14863048021,2023-01-01,ES4987709953769451895704,ES8756322316955551363489,681296.05,USD
analista3,CASO-00335,13180948917,2023-01-01,ES3792488589417793499457,ES1718482982493540408917,103727.32,USD
analista3,CASO-00335,13180948917,2023-01-02,ES9439139313678498099221,ES4846451139791064967202,174483.73,USD
analista3,CASO-00335,13180948917,2023-01-01,ES4105871133110775718199,ES0635221815824331468937,56076.88,ARS
analista3,CASO-00335,13180948917,2023-01-01,ES2024520695790695860937,ES3475691897234142930968,109780.66,USD
analista3,CASO-00336,03161233672,2023-01-28,ES6866437231884003220243,ES0792580343608720264432,300420.93,USD
analista1,CASO-00337,32804631731,2023-01-08,ES6440669429157061134552,ES7511746868809269771466,18650.86,ARS
analista1,CASO-00337,32804631731,2023-01-08,ES3317559220186122536469,ES2375681219283529827980,75988.18,USD
analista1,CASO-00337,32804631731,2023-01-08,ES1168020299008179451996,ES0440169779794197193581,66605.8,USD
analista1,CASO-00338,93970067308,2023-01-29,ES0783571401577071127861,ES4157130341280497690518,91356.07,USD
analista1,CASO-00339,20686484637,2023-01-29,ES2312039848933234951140,ES8195629290351971303360,142732.63,USD
analista1,CASO-00340,65148725789,2023-01-30,ES1277271281272970988957,ES5723944650982958233448,553456.37,ARS
analista1,CASO-00340,65148725789,2023-01-29,ES7448987894237357184813,ES9205841887861749065563,497033.32,ARS
analista2,CASO-00341,60893156060,2023-01-09,ES5383047644245681719064,ES5896738485813360227254,175487.96,USD
analista3,CASO-00342,37951388916,2023-01-24,ES2989593303063853460883,ES6627046559723768057280,18336.18,ARS
analista2,CASO-00343,23714800659,2023-01-16,ES8791553658270843320252,ES7645672496000211906045,204425.2,USD
analista2,CASO-00343,23714800659,2023-01-15,ES0767222345997085190265,ES5929178315512520519581,379723.28,USD
analista1,CASO-00344,98252001557,2023-01-15,ES3318549756181864554477,ES1825140485553636763596,67210.1,ARS
analista1,CASO-00344,98252001557,2023-01-17,ES4730842556490854529745,ES8600845359527540938685,137371.92,USD
analista1,CASO-00345,56144168913,2023-01-15,ES7030960032283716149802,ES9380352324529406413687,738592.42,ARS
analista1,CASO-00345,56144168913,2023-01-14,ES0287038459124391857819,ES9833347654126191149800,367269.63,ARS
analista1,CASO-00345,56144168913,2023-01-14,ES2060706757459985202212,ES6691551499518471188177,825602.14,ARS
analista1,CASO-00345,56144168913,2023-01-14,ES9755255188519561591940,ES7152089387993296550194,402111.29,ARS
analista1,CASO-00346,24643972595,2023-01-26,ES7942023878597684675520,ES3429950401988062695811,100864.44,ARS
analista1,CASO-00347,98120039095,2023-01-28,ES1937526983294111287709,ES3670779126529372226592,29360.81,USD
analista1,CASO-00347,98120039095,2023-01-29,ES4541220684074581643590,ES4257425426189490681302,30526.03,USD
analista3,CASO-00348,12856701053,2023-01-24,ES7478447240242495218175,ES5408308535753102178079,482705.81,USD
analista3,CASO-00348,12856701053,2023-01-24,ES4851904524605804503738,ES4767742697204894717719,72497.13,ARS
analista2,CASO-00349,12885125707,2023-01-17,ES3555958134926763867936,ES8257482384102167607018,313775.6,ARS
analista2,CASO-00349,12885125707,2023-01-17,ES3946161146111238248773,ES7728078478521491626656,197582.38,ARS
analista2,CASO-00349,12885125707,2023-01-17,ES0872802056322144864832,ES1169695345274080194611,203620.79,ARS
analista1,CASO-00350,58660324777,2023-01-15,ES4661269785658131135623,ES4699170101093554930629,330104.95,USD
analista1,CASO-00350,58660324777,2023-01-16,ES0594170111303301027739,ES2581659280918847745704,276826.04,USD
analista2,CASO-00351,02195992825,2023-01-24,ES8487041596911324926065,ES4496256999627335520234,250978.62,ARS
analista2,CASO-00351,02195992825,2023-01-24,ES4574141820072069632385,ES6116069781168691389300,78862.72,USD
analista2,CASO-00352,09963035989,2023-01-01,ES8283583767033182456850,ES5357592478051714606583,1098649.25,ARS
analista2,CASO-00352,09963035989,2023-01-03,ES5594194651302195597623,ES4496633800759309387310,933711.94,ARS
analista2,CASO-00353,79646535531,2023-01-24,ES4096194467359583367812,ES6240930103737136776416,69931.47,ARS
analista2,CASO-00354,54365874918,2023-01-09,ES9188534271854669149342,ES8088669924771689847678,19515.06,ARS
analista1,CASO-00355,86411467293,2023-01-20,ES1206539203983422453938,ES1986564154885839856123,416500.62,ARS
analista1,CASO-00355,86411467293,2023-01-20,ES9089692764909469091747,ES8672040311769682960683,843926.1,ARS
analista1,CASO-00355,86411467293,2023-01-18,ES2874275540838936963688,ES2663475590975080236882,554746.97,USD
analista2,CASO-00356,76074110633,2023-01-17,ES3852418181396363304133,ES6279586582978242049393,364727.15,USD
analista2,CASO-00356,76074110633,2023-01-15,ES7205932824541313610266,ES7795365399489391826297,318404.73,USD
analista2,CASO-00357,89569399454,2023-01-19,ES8551180387094724859244,ES2716610304928408548825,99829.76,ARS
analista1,CASO-00358,46596345760,2023-01-04,ES3339253766675814305154,ES0357605022759709720706,1150245.91,ARS
analista1,CASO-00358,46596345760,2023-01-04,ES8361892542471465642928,ES3216573182814245172703,293858.51,ARS
analista1,CASO-00358,46596345760,2023-01-04,ES2678241330060768056659,ES5696043835718900415082,530472.5,USD
analista1,CASO-00358,46596345760,2023-01-02,ES1938679762203468360124,ES8212157069952631966145,1045219.76,USD
analista3,CASO-00359,19863295867,2023-01-09,ES6119421945670805448831,ES9875437458922625759826,208508.06,ARS
analista3,CASO-00359,19863295867,2023-01-09,ES9520212470012647521309,ES4327278361533857501882,188927.91,ARS
analista3,CASO-00359,19863295867,2023-01-10,ES2020495940665598066390,ES5651754402979265954781,111384.05,USD
analista3,CASO-00360,95596198304,2023-01-25,ES2600527393337912450987,ES7966664480806770213758,299238.44,USD
analista1,CASO-00361,55823801608,2023-01-21,ES0766163349376378318338,ES3463911473330434540987,242255.83,ARS
analista1,CASO-00361,55823801608,2023-01-23,ES3448414634763112757995,ES3071996292387036280452,164059.06,ARS
analista3,CASO-00362,10051310438,2023-01-24,ES3555783034466482805098,ES1362296997342990943833,158522.95,ARS
analista3,CASO-00362,10051310438,2023-01-24,ES1268367096776595436911,ES7654836195405135965507,337902.98,USD
analista1,CASO-00363,44073280266,2023-01-25,ES5730364776299852423821,ES6010048375959419231012,321444.53,USD
analista1,CASO-00363,44073280266,2023-01-23,ES9585959174726519525262,ES2736096086196686368082,380650.1,ARS
analista1,CASO-00363,44073280266,2023-01-25,ES4228675269665191607770,ES5225155888797585115895,163803.71,USD
analista1,CASO-00363,44073280266,2023-01-25,ES1576688382209432956043,ES7252243627630004790771,393570.41,USD
analista1,CASO-00364,96627329013,2023-01-07,ES1895689164260379535043,ES5178443463946277865271,278087.66,USD
analista1,CASO-00364,96627329013,2023-01-06,ES6672351882446782139431,ES7699138633216224303698,61477.46,ARS
analista1,CASO-00365,67526537995,2023-01-25,ES5728789842892472681605,ES8017871771311991591547,253478.51,USD
analista1,CASO-00365,67526537995,2023-01-24,ES7146804880018919455233,ES2407792068463219113550,474215.76,USD
analista2,CASO-00366,02455933841,2023-01-24,ES4287328162538544509534,ES6596090405502786775885,78579.47,ARS
analista2,CASO-00366,02455933841,2023-01-24,ES2323106808376548172451,ES3440203633546078445196,63446.1,ARS
analista2,CASO-00366,02455933841,2023-01-25,ES8091639106614179177098,ES8568381044804066210144,69404.37,ARS
analista2,CASO-00367,21830949356,2023-01-23,ES5827463524797408896945,ES4284099859096507052173,244701.41,USD
analista2,CASO-00367,21830949356,2023-01-23,ES4651649248784597241529,ES8643026910016794878922,551192.56,ARS
analista2,CASO-00367,21830949356,2023-01-22,ES4364076510987827428664,ES7515043794751182111784,381102.32,ARS
analista2,CASO-00367,21830949356,2023-01-24,ES3791668486349915478057,ES6343699142631342481724,40193.44,USD
analista3,CASO-00368,93379548468,2023-01-10,ES8856284936154374045609,ES0422080305051215066953,476829.56,USD
analista3,CASO-00368,93379548468,2023-01-08,ES7862330814325540534271,ES9384925693035319712512,353354.23,USD
analista3,CASO-00368,93379548468,2023-01-10,ES3065836801294466215100,ES4045775590946087957491,92519.82,ARS
analista3,CASO-00368,93379548468,2023-01-08,ES1812419500831251299886,ES7778047837247596953087,104159.63,USD
analista3,CASO-00369,61179210397,2023-01-27,ES7837359310669557345700,ES7855242694325571280371,28988.13,USD
analista3,CASO-00369,61179210397,2023-01-28,ES9264123371863198552368,ES6706736049577785058571,165163.07,USD
analista3,CASO-00369,61179210397,2023-01-28,ES8980241036842528803047,ES6471629276275156928611,48434.52,ARS
analista2,CASO-00370,92033728644,2023-01-24,ES1865816003261285699886,ES5223376916434454069100,365124.9,USD
analista2,CASO-00371,08611854670,2023-01-26,ES5159753319965859053205,ES8234045965782539475530,96827.25,ARS
analista2,CASO-00372,45408929617,2023-01-26,ES0498974382464407306507,ES8061086087147000502376,539788.75,USD
analista2,CASO-00372,45408929617,2023-01-28,ES5855156172135518741415,ES7012186642702144244426,340389.03,USD
analista2,CASO-00372,45408929617,2023-01-26,ES0385109217892092870476,ES8320733983976663831102,229808.09,USD
analista2,CASO-00373,55285933093,2023-01-18,ES1901858714668554048824,ES3639388528413321080653,440912.37,ARS
analista2,CASO-00373,55285933093,2023-01-16,ES9758700482190925254405,ES2301646827725921080856,714518.95,ARS
analista2,CASO-00373,55285933093,2023-01-16,ES7773308598366289828388,ES5680955706403424410231,39156.74,ARS
analista3,CASO-00374,64835641499,2023-01-17,ES1126481792566294342187,ES1271111869434767235981,260933.21,ARS
analista3,CASO-00374,64835641499,2023-01-16,ES2362122621255292501558,ES4945523603028744765764,942964.18,ARS
analista3,CASO-00375,18107668369,2023-02-03,ES5907029651695181848734,ES9238888488634258971332,378907.24,ARS
analista3,CASO-00375,18107668369,2023-02-05,ES6314546110450380909004,ES5937720482714091877001,587789.85,ARS
analista3,CASO-00375,18107668369,2023-02-04,ES1023937960880286154488,ES7936170625629734995386,118982.28,USD
analista3,CASO-00375,18107668369,2023-02-03,ES3163616840339972909425,ES4785098703612346759786,468704.43,ARS
analista3,CASO-00376,49723343237,2023-02-06,ES5968272052885887874822,ES9288420856189890980509,35440.65,ARS
analista2,CASO-00377,13444334106,2023-02-19,ES6833023893301795332181,ES3137569169826297939177,294793.18,ARS
analista1,CASO-00378,11776224000,2023-02-13,ES4526234887930317344352,ES7330591644622805881043,542888.73,USD
analista1,CASO-00378,11776224000,2023-02-11,ES2247858552891864834746,ES0797187330464698960701,659673.93,USD
analista1,CASO-00378,11776224000,2023-02-11,ES3174705000196063722967,ES6345270434880609650705,128362.04,USD
analista1,CASO-00379,70587044832,2023-02-20,ES6776786760013588430140,ES5727335409052552751435,429796.39,USD
analista2,CASO-00380,81496814338,2023-02-08,ES7601445064273337461455,ES0524041143383998313455,268138.67,USD
analista2,CASO-00380,81496814338,2023-02-08,ES1664939147276242819459,ES4668455765949395165122,15018.76,ARS
analista1,CASO-00381,06864018715,2023-02-08,ES4784975139218439571121,ES1530397677276873437375,332201.55,ARS
analista1,CASO-00381,06864018715,2023-02-10,ES7102663145469610102888,ES6640356029467788981847,209805.49,ARS
analista1,CASO-00381,06864018715,2023-02-09,ES6124352487762971788530,ES5262143329524666147120,25899.8,ARS
analista2,CASO-00382,69254740038,2023-02-04,ES1960070125229188976512,ES2077327305508410799353,413272.62,USD
analista2,CASO-00382,69254740038,2023-02-04,ES9728742333214127069674,ES9881431340833540374053,495262.42,ARS
analista2,CASO-00382,69254740038,2023-02-02,ES0859398982194123611928,ES3994840309825757470147,101246.84,USD
analista2,CASO-00382,69254740038,2023-02-03,ES1676951941493026267840,ES8612859465992047200718,81830.55,ARS
analista3,CASO-00383,23696408890,2023-02-22,ES2974948646313504792214,ES8356949470788603628837,217520.57,ARS
analista3,CASO-00384,41128961260,2023-02-03,ES1451974115323343220093,ES3877175993421860152729,293284.52,USD
analista2,CASO-00385,18619297493,2023-02-09,ES4954852332109468129758,ES5214245555080601623676,233089.31,ARS
analista1,CASO-00386,32996847662,2023-02-07,ES1638817243872001415565,ES9657251290336512910334,27544.45,ARS
analista1,CASO-00386,32996847662,2023-02-09,ES4071924013696349062971,ES1194422131683094268405,49028.79,ARS
analista1,CASO-00386,32996847662,2023-02-09,ES5798181254573792841914,ES4301038535914590618891,151185.2,USD
analista1,CASO-00386,32996847662,2023-02-09,ES2130560276257731667571,ES8040606032977170197809,166190.05,ARS
analista1,CASO-00387,95579892309,2023-02-03,ES2490493374402890611202,ES9590703259300782572062,121055.47,ARS
analista1,CASO-00388,19827744605,2023-02-06,ES0880714282974850176805,ES1508943806729275690842,1081158.87,USD
analista1,CASO-00388,19827744605,2023-02-04,ES5391013853434702628913,ES6846600764557837404394,993427.35,ARS
analista1,CASO-00388,19827744605,2023-02-06,ES5680952046772692179823,ES1650817836155943583805,1034421.41,ARS
